,Unnamed: 0,d1,d2,type,split,smiles1,smiles2
140,141,DB00266,DB00278,45,training,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
141,142,DB00991,DB00278,45,training,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
142,143,DB00006,DB00278,45,training,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
143,144,DB00176,DB00278,5,training,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
148,149,DB00285,DB00278,5,training,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
149,150,DB00834,DB00278,9,training,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
151,152,DB00196,DB00278,5,training,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
152,153,DB01319,DB00278,5,training,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
153,154,DB00220,DB00278,5,training,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
155,156,DB00648,DB00278,8,training,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
156,157,DB00582,DB00278,5,training,C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
157,158,DB09123,DB00278,12,training,[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H],C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
158,159,DB01167,DB00278,5,training,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
161,162,DB00257,DB00278,5,training,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
162,163,DB00243,DB00278,5,training,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
163,164,DB01026,DB00278,5,training,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
164,165,DB00304,DB00278,12,training,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
165,166,DB06730,DB00278,12,training,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
167,168,DB04855,DB00278,5,training,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
169,170,DB00603,DB00278,12,training,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
171,172,DB01264,DB00278,5,training,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
172,173,DB00188,DB00278,5,training,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
173,174,DB00270,DB00278,5,training,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
174,175,DB00224,DB00278,5,training,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
176,177,DB00976,DB00278,5,training,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
177,178,DB00367,DB00278,12,training,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
179,180,DB01072,DB00278,5,training,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
183,184,DB00294,DB00278,12,training,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
186,187,DB01232,DB00278,5,training,[H][C@@](O)(CN1C[C@@]2([H])CCCC[C@@]2([H])C[C@@]1([H])C(O)=NC(C)(C)C)[C@]([H])(CC1=CC=CC=C1)N=C(O)[C@]([H])(CC(O)=N)NC(=O)C1=NC2=CC=CC=C2C=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
189,190,DB00320,DB00278,5,training,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
191,192,DB04575,DB00278,33,training,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC1CCCC1)C=C3,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
192,193,DB09118,DB00278,9,training,CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
194,195,DB09063,DB00278,9,training,CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
195,196,DB08881,DB00278,8,training,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
196,197,DB09053,DB00278,25,training,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
198,199,DB06290,DB00278,9,training,[H]\C1=C([H])\[C@]2([H])C[C@]2(N=C(O)[C@]2([H])C[C@]([H])(C[C@@]2([H])C(=O)N(C)CCCC1)OC1=C2C=CC(OC)=C(C)C2=NC(=C1)C1=NC(=CS1)C(C)C)C(O)=NS(=O)(=O)C1CC1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
202,203,DB09048,DB00278,9,training,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=CC=C1C)N1CCN(C)CC1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
203,204,DB00396,DB00278,12,training,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
204,205,DB06717,DB00278,9,training,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
205,206,DB06789,DB00278,12,training,[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
206,207,DB11636,DB00278,12,training,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
207,208,DB00351,DB00278,12,training,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
208,209,DB01431,DB00278,12,training,[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
209,210,DB00717,DB00278,12,training,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
210,211,DB11619,DB00278,12,training,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
213,214,DB09330,DB00278,9,training,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
215,216,DB01600,DB00946,45,training,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
216,217,DB00821,DB00946,45,training,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
217,218,DB00908,DB00946,45,training,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
218,219,DB00375,DB00946,0,training,ClCC1CO1.NCCNCCNCCNCCN,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
219,220,DB00415,DB00946,45,training,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
220,221,DB00615,DB00946,6,training,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
221,222,DB00252,DB00946,45,training,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
222,223,DB01154,DB00946,6,training,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
225,226,DB00564,DB00946,8,training,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
227,228,DB00794,DB00946,6,training,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
228,229,DB01174,DB00946,6,training,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
229,230,DB00312,DB00946,6,training,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
231,232,DB01201,DB00946,6,training,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
236,237,DB01220,DB00946,6,training,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
238,239,DB00474,DB00946,6,training,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
239,240,DB09280,DB00946,9,training,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
240,241,DB00400,DB00946,8,training,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
241,242,DB01355,DB00946,6,training,CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
243,244,DB01437,DB00946,6,training,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
245,246,DB01601,DB00946,5,training,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
246,247,DB00705,DB00946,5,training,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
247,248,DB01583,DB00946,45,training,[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
249,250,DB00686,DB00946,45,training,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
250,251,DB01118,DB00946,45,training,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
251,252,DB09283,DB00946,45,training,CCN(CC)C1=CC(C)=NC2=NC=NN12,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
255,256,DB00278,DB00946,45,training,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
256,257,DB01024,DB00946,45,training,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
257,258,DB00672,DB00946,45,training,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
258,259,DB00671,DB00946,45,training,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
259,260,DB00972,DB00946,45,training,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
261,262,DB06736,DB00946,45,training,OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
265,266,DB00788,DB00946,45,training,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
266,267,DB00814,DB00946,45,training,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
268,269,DB00573,DB00946,45,training,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
269,270,DB04951,DB00946,45,training,CC1=CN(C(=O)C=C1)C1=CC=CC=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
270,271,DB00948,DB00946,45,training,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
271,272,DB01112,DB00946,45,training,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CC=CO1)C(O)=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
273,274,DB01283,DB00946,45,training,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
277,278,DB00744,DB00946,45,training,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
278,279,DB04743,DB00946,45,training,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
279,280,DB00963,DB00946,45,training,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
280,281,DB05266,DB00946,45,training,CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
281,282,DB00254,DB00946,5,training,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
282,283,DB01399,DB00946,45,training,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
284,285,DB00870,DB00946,45,training,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
286,287,DB01208,DB00946,45,training,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
287,288,DB06209,DB00946,45,training,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
